gene1,gene2,score,SHH_cor
LDB2,SSBP3,0.887,TRUE
LDB2,LHX2,0.941,TRUE
LGALS1,PTPRZ1,0.411,FALSE
LGALS1,TMSB10,0.427,FALSE
LGALS1,SERPINH1,0.451,FALSE
LGALS1,EGF,0.493,FALSE
LGALS1,NLGN1,0.54,FALSE
LGALS1,LAMC1,0.631,FALSE
LGALS1,LGALS3,0.735,FALSE
LGALS1,ANXA2,0.766,FALSE
LGALS1,FN1,0.878,FALSE
LGALS3,LGALS1,0.735,FALSE
LGALS3,CXCL10,0.402,FALSE
LGALS3,LAMC1,0.439,FALSE
LGALS3,IGFBP3,0.449,FALSE
LGALS3,DSP,0.457,FALSE
LGALS3,PTPRZ1,0.46,FALSE
LGALS3,FGFR2,0.476,FALSE
LGALS3,IRS1,0.48,FALSE
LGALS3,SERPINH1,0.542,FALSE
LGALS3,FGF2,0.613,FALSE
LGALS3,CLU,0.626,FALSE
LGALS3,EGF,0.773,FALSE
LGALS3,SLC3A2,0.829,FALSE
LGALS3,ANXA2,0.832,FALSE
LGALS3,CTNNB1,0.865,FALSE
LGALS3,FN1,0.985,FALSE
LHX2,BMP4,0.507,FALSE
LHX2,SIX3,0.763,FALSE
LHX2,SLIT1,0.628,FALSE
LHX2,SHH,0.581,FALSE
LHX2,LDB2,0.941,FALSE
LHX2,FGF8,0.427,FALSE
LHX2,SOX2,0.601,FALSE
LHX2,SOX1,0.464,FALSE
LHX2,FOXG1,0.731,FALSE
LHX2,NKX2-1,0.444,FALSE
LHX2,NES,0.447,FALSE
LHX2,VAX1,0.47,FALSE
LHX2,SSBP3,0.726,FALSE
LHX2,POU3F1,0.405,FALSE
LHX2,BMP7,0.437,FALSE
LHX2,ZIC2,0.445,FALSE
LHX2,NKX2-2,0.446,FALSE
LHX2,SP8,0.52,FALSE
LHX2,FEZF1,0.554,FALSE
LHX2,SLIT2,0.574,FALSE
LHX2,PAX6,0.576,FALSE
LHX2,ROBO1,0.811,FALSE
LMAN1,PODXL,0.417,FALSE
LMAN1,RAB1A,0.429,FALSE
LMAN1,ARCN1,0.468,FALSE
LMAN1,GRIA1,0.511,FALSE
LMAN1,MAN2A1,0.521,FALSE
LMAN1,ARF1,0.696,FALSE
LMAN1,COPB2,0.739,FALSE
LMAN1,SEC24D,0.785,FALSE
LMAN1,SURF4,0.949,FALSE
LPAR1,GNG11,0.611,FALSE
LPAR1,FGF2,0.433,FALSE
LPAR1,FRZB,0.448,FALSE
LPAR1,COL1A2,0.443,FALSE
LPAR1,CXCL10,0.481,FALSE
LPAR1,RGS16,0.559,FALSE
LPAR1,ITGA6,0.44,FALSE
LPAR1,CALM1,0.51,FALSE
LRIG1,GLI1,0.465,FALSE
LRIG1,EGF,0.776,FALSE
LRIG1,CTNNB1,0.462,FALSE
LRIG1,ADGRL1,0.515,FALSE
LRP4,BMP4,0.496,TRUE
LRP4,SHH,0.414,TRUE
LRP4,FGF8,0.483,TRUE
LRP4,SPON1,0.503,TRUE
LRRN3,ADGRL1,0.553,TRUE
LRRN3,NELL2,0.519,TRUE
LSAMP,NLGN1,0.43,FALSE
LTBP1,ITGB8,0.643,FALSE
LTBP1,LAMC1,0.579,FALSE
LTBP1,ITGB5,0.716,FALSE
LTBP1,COL1A2,0.606,FALSE
LTBP1,CLU,0.622,FALSE
LTBP1,FN1,0.949,FALSE
LTBP1,IGFBP3,0.508,FALSE
LTBP1,FBN2,0.677,FALSE
MAN2A1,LMAN1,0.521,FALSE
MAN2A1,PTCH1,0.465,FALSE
MAN2A1,C1GALT1,0.516,FALSE
MAN2A1,COPB2,0.859,FALSE
MARCKSL1,ADD3,0.463,TRUE
MBIP,NKX2-8,0.405,TRUE
MBIP,NKX2-1,0.474,TRUE
ME3,AARS1,0.41,FALSE
MICAL1,RAB1A,0.485,TRUE
MRPS6,ECHDC2,0.458,FALSE
MSI2,CDKN1A,0.514,FALSE
MSI2,PBX1,0.551,FALSE
MSI2,QKI,0.585,FALSE
MSI2,BCAT1,0.628,FALSE
MSI2,SOX2,0.772,FALSE
MVP,ANXA2,0.431,FALSE
MYLK,VCL,0.814,FALSE
MYLK,ITGB5,0.76,FALSE
MYLK,COL1A2,0.462,FALSE
MYLK,TPM1,0.857,FALSE
MYLK,FBN2,0.503,FALSE
MYLK,CALM1,0.992,FALSE
MYO16,COL1A2,0.401,TRUE
MYRF,NKX2-2,0.617,TRUE
NAV1,IQCE,0.45,FALSE
NBL1,BMP4,0.92,FALSE
NBL1,BMP7,0.916,FALSE
NCOA5,KPNB1,0.542,TRUE
NELL2,LRRN3,0.519,FALSE
NELL2,ROBO1,0.404,FALSE
NES,GLI1,0.587,TRUE
NES,BMP4,0.667,TRUE
NES,JAG1,0.524,TRUE
NES,SIX3,0.452,TRUE
NES,FGF2,0.836,TRUE
NES,EGF,0.789,TRUE
NES,SLIT1,0.515,TRUE
NES,NTRK2,0.546,TRUE
NES,GJA1,0.508,TRUE
NES,WNT1,0.452,TRUE
NES,SHH,0.703,TRUE
NES,FGF8,0.621,TRUE
NES,SOX2,0.891,TRUE
NES,SOX1,0.795,TRUE
NES,PTCH1,0.432,TRUE
NES,FOXG1,0.73,TRUE
NES,FGFR3,0.545,TRUE
NES,FN1,0.63,TRUE
NES,NKX2-1,0.431,TRUE
NES,BMPR2,0.428,TRUE
NES,LHX2,0.447,TRUE
NES,GLI3,0.448,TRUE
NES,GLI2,0.47,TRUE
NES,NKX2-2,0.506,TRUE
NES,COL2A1,0.551,TRUE
NES,OTX2,0.621,TRUE
NES,CTNNB1,0.626,TRUE
NES,FOXA2,0.637,TRUE
NES,ITGA6,0.7,TRUE
NES,PAX6,0.859,TRUE
NES,DCX,0.876,TRUE
NKD1,SFRP1,0.434,TRUE
NKD1,JAG1,0.476,TRUE
NKD1,WNT5B,0.431,TRUE
NKD1,PRICKLE1,0.487,TRUE
NKD1,SPRY2,0.526,TRUE
NKD1,WNT1,0.649,TRUE
NKD1,CTNNB1,0.739,TRUE
NKX2-1,GLI1,0.451,TRUE
NKX2-1,BMP4,0.518,TRUE
NKX2-1,FOXA1,0.916,TRUE
NKX2-1,SIX3,0.557,TRUE
NKX2-1,SHH,0.689,TRUE
NKX2-1,FGF8,0.476,TRUE
NKX2-1,SOX2,0.627,TRUE
NKX2-1,SOX1,0.456,TRUE
NKX2-1,PTCH1,0.407,TRUE
NKX2-1,FOXG1,0.697,TRUE
NKX2-1,GLI2,0.411,TRUE
NKX2-1,GLI3,0.412,TRUE
NKX2-1,NES,0.431,TRUE
NKX2-1,SP8,0.433,TRUE
NKX2-1,LHX2,0.444,TRUE
NKX2-1,MBIP,0.474,TRUE
NKX2-1,CTNNB1,0.476,TRUE
NKX2-1,FOXA2,0.778,TRUE
NKX2-2,GLI1,0.591,TRUE
NKX2-2,BMP4,0.405,TRUE
NKX2-2,FOXA1,0.478,TRUE
NKX2-2,SIX3,0.455,TRUE
NKX2-2,FGF2,0.434,TRUE
NKX2-2,MYRF,0.617,TRUE
NKX2-2,SHH,0.821,TRUE
NKX2-2,LDB2,0.48,TRUE
NKX2-2,FGF8,0.416,TRUE
NKX2-2,SOX2,0.6,TRUE
NKX2-2,SOX1,0.59,TRUE
NKX2-2,PTCH1,0.527,TRUE
NKX2-2,FOXG1,0.545,TRUE
NKX2-2,NES,0.506,TRUE
NKX2-2,LHX2,0.446,TRUE
NKX2-2,TCF7L2,0.407,TRUE
NKX2-2,GLI3,0.472,TRUE
NKX2-2,GLI2,0.528,TRUE
NKX2-2,OTX2,0.554,TRUE
NKX2-2,FOXA2,0.855,TRUE
NKX2-2,PAX6,0.88,TRUE
NKX2-8,FOXA1,0.461,TRUE
NKX2-8,MBIP,0.405,TRUE
NKX2-8,OTX2,0.431,TRUE
NLGN1,EFNB1,0.577,FALSE
NLGN1,LGALS1,0.54,FALSE
NLGN1,TLE6,0.491,FALSE
NLGN1,NTRK2,0.534,FALSE
NLGN1,ELAVL4,0.556,FALSE
NLGN1,EPB41L2,0.513,FALSE
NLGN1,LSAMP,0.43,FALSE
NLGN1,CTNNB1,0.553,FALSE
NLGN1,GRIA1,0.633,FALSE
NMU,GNG11,0.711,FALSE
NMU,COL1A2,0.402,FALSE
NMU,RGS16,0.499,FALSE
NMU,EDNRA,0.523,FALSE
NTN1,EPHA4,0.46,TRUE
NTN1,VAX1,0.479,TRUE
NTN1,SHH,0.539,TRUE
NTN1,FN1,0.562,TRUE
NTN1,TRIM9,0.571,TRUE
NTN1,EFNB1,0.647,TRUE
NTN1,RGMA,0.658,TRUE
NTN1,SLIT1,0.809,TRUE
NTN1,SLIT2,0.821,TRUE
NTN1,ROBO1,0.824,TRUE
NTRK2,EFNB1,0.564,TRUE
NTRK2,BMP4,0.556,TRUE
NTRK2,JAG1,0.502,TRUE
NTRK2,FGF2,0.908,TRUE
NTRK2,EGF,0.884,TRUE
NTRK2,CTNNB1,0.431,TRUE
NTRK2,DDC,0.449,TRUE
NTRK2,CNTN6,0.466,TRUE
NTRK2,FGFR3,0.479,TRUE
NTRK2,IRS2,0.522,TRUE
NTRK2,OPCML,0.53,TRUE
NTRK2,EPHA7,0.53,TRUE
NTRK2,DCX,0.532,TRUE
NTRK2,NLGN1,0.534,TRUE
NTRK2,NES,0.546,TRUE
NTRK2,PTPRZ1,0.574,TRUE
NTRK2,GRIA1,0.667,TRUE
NTRK2,PDGFD,0.667,TRUE
NTRK2,FGF8,0.762,TRUE
NTRK2,TIAM1,0.908,TRUE
NTRK2,IRS1,0.974,TRUE
OCIAD2,RNF150,0.462,FALSE
OPCML,NTRK2,0.53,TRUE
OPCML,EPHA2,0.43,TRUE
OPCML,PDE4D,0.439,TRUE
OPCML,FGFR3,0.473,TRUE
OTX2,GLI1,0.468,FALSE
OTX2,BMP4,0.635,FALSE
OTX2,FOXA1,0.48,FALSE
OTX2,NKX2-8,0.431,FALSE
OTX2,SIX3,0.878,FALSE
OTX2,FGF2,0.559,FALSE
OTX2,ZIC5,0.501,FALSE
OTX2,WNT1,0.75,FALSE
OTX2,HHIP,0.44,FALSE
OTX2,SHH,0.74,FALSE
OTX2,FGF8,0.808,FALSE
OTX2,SOX2,0.914,FALSE
OTX2,SOX1,0.807,FALSE
OTX2,FOXG1,0.781,FALSE
OTX2,NES,0.621,FALSE
OTX2,POU3F1,0.582,FALSE
OTX2,ZIC2,0.684,FALSE
OTX2,TLE4,0.659,FALSE
OTX2,NKX2-2,0.554,FALSE
OTX2,GLI3,0.444,FALSE
OTX2,GLI2,0.555,FALSE
OTX2,FOXA2,0.918,FALSE
OTX2,FGFR2,0.471,FALSE
OTX2,PAX6,0.479,FALSE
OTX2,PITX2,0.411,FALSE
OTX2,CTNNB1,0.491,FALSE
PALLD,VCL,0.469,FALSE
PALLD,PRSS23,0.457,FALSE
PALLD,COL1A2,0.411,FALSE
PALLD,PODXL,0.512,FALSE
PAWR,BMPR2,0.43,FALSE
PAX6,RCN1,0.541,FALSE
PAX6,XBP1,0.438,FALSE
PAX6,GLI1,0.59,FALSE
PAX6,BMP4,0.672,FALSE
PAX6,FOXA1,0.496,FALSE
PAX6,SIX3,0.951,FALSE
PAX6,FGF2,0.708,FALSE
PAX6,EGF,0.614,FALSE
PAX6,SLIT1,0.609,FALSE
PAX6,WNT1,0.534,FALSE
PAX6,SHH,0.829,FALSE
PAX6,FGF8,0.68,FALSE
PAX6,SOX2,0.977,FALSE
PAX6,SOX1,0.899,FALSE
PAX6,PTCH1,0.494,FALSE
PAX6,FOXG1,0.865,FALSE
PAX6,FOXO3,0.502,FALSE
PAX6,FN1,0.404,FALSE
PAX6,ELAVL4,0.432,FALSE
PAX6,NES,0.859,FALSE
PAX6,VAX1,0.416,FALSE
PAX6,POU3F1,0.408,FALSE
PAX6,LHX2,0.576,FALSE
PAX6,ZIC2,0.494,FALSE
PAX6,TLE4,0.466,FALSE
PAX6,NKX2-2,0.88,FALSE
PAX6,PDGFD,0.404,FALSE
PAX6,BMP7,0.441,FALSE
PAX6,GLI3,0.6,FALSE
PAX6,GLI2,0.535,FALSE
PAX6,FOXA2,0.814,FALSE
PAX6,PBX1,0.709,FALSE
PAX6,SP8,0.6,FALSE
PAX6,SLIT2,0.503,FALSE
PAX6,TCF7L2,0.424,FALSE
PAX6,DCX,0.661,FALSE
PAX6,OTX2,0.479,FALSE
PAX6,CTNNB1,0.602,FALSE
PAX6,PITX2,0.605,FALSE
PBX1,XBP1,0.449,TRUE
PBX1,FOXA1,0.876,TRUE
PBX1,MSI2,0.551,TRUE
PBX1,SOX2,0.87,TRUE
PBX1,FOXO3,0.697,TRUE
PBX1,SPRY2,0.489,TRUE
PBX1,TCF12,0.519,TRUE
PBX1,PAX6,0.709,TRUE
PCSK5,ITGB5,0.477,FALSE
PDE4D,OPCML,0.439,FALSE
PDE4D,PLCB4,0.416,FALSE
PDGFD,EGF,0.937,TRUE
PDGFD,NTRK2,0.667,TRUE
PDGFD,FGFR3,0.788,TRUE
PDGFD,EPHA2,0.705,TRUE
PDGFD,PAX6,0.404,TRUE
PDGFD,FGFR2,0.719,TRUE
PDGFD,IGF1R,0.725,TRUE
PGRMC1,FDFT1,0.627,TRUE
PHLDB2,PRICKLE1,0.742,TRUE
PHLDB2,KIF21A,0.668,TRUE
PITX2,BMP4,0.756,TRUE
PITX2,SIX3,0.664,TRUE
PITX2,GJA1,0.548,TRUE
PITX2,SHH,0.779,TRUE
PITX2,EDNRA,0.4,TRUE
PITX2,FGF8,0.549,TRUE
PITX2,SOX2,0.503,TRUE
PITX2,BMP7,0.44,TRUE
PITX2,FOXA2,0.406,TRUE
PITX2,PAX6,0.605,TRUE
PITX2,OTX2,0.411,TRUE
PITX2,CTNNB1,0.963,TRUE
PLAGL1,SLC38A4,0.449,TRUE
PLAGL1,DLK1,0.8,TRUE
PLAGL1,RFX4,0.484,TRUE
PLAGL1,RTL1,0.472,TRUE
PLCB4,GNG11,0.703,FALSE
PLCB4,FGFR3,0.65,FALSE
PLCB4,PDE4D,0.416,FALSE
PLCB4,EPHA2,0.65,FALSE
PLCB4,FGFR2,0.681,FALSE
PLCB4,IGF1R,0.683,FALSE
PLCB4,INPP5F,0.905,FALSE
PLK2,CDK6,0.491,FALSE
PLK2,SEPTIN3,0.4,FALSE
PLK2,CDKN1A,0.4,FALSE
PLK2,GADD45A,0.42,FALSE
PLK2,CCNG1,0.554,FALSE
PNMA2,SOX1,0.745,TRUE
PNMA2,ELAVL4,0.538,TRUE
PODXL,LMAN1,0.417,TRUE
PODXL,SOX2,0.442,TRUE
PODXL,FN1,0.404,TRUE
PODXL,IGFBP3,0.47,TRUE
PODXL,PALLD,0.512,TRUE
PODXL,ITGA6,0.523,TRUE
POU3F1,ETV5,0.43,TRUE
POU3F1,SOX2,0.583,TRUE
POU3F1,SOX1,0.463,TRUE
POU3F1,LHX2,0.405,TRUE
POU3F1,PAX6,0.408,TRUE
POU3F1,OTX2,0.582,TRUE
POU3F1,ZIC2,0.636,TRUE
PRDM16,FOXG1,0.715,FALSE
PRDM16,BMP7,0.783,FALSE
PRDX6,FTL,0.502,FALSE
PRICKLE1,SFRP1,0.434,FALSE
PRICKLE1,PSMB7,0.4,FALSE
PRICKLE1,NKD1,0.487,FALSE
PRICKLE1,FZD8,0.405,FALSE
PRICKLE1,FJX1,0.406,FALSE
PRICKLE1,SEM1,0.436,FALSE
PRICKLE1,CTNNB1,0.514,FALSE
PRICKLE1,PHLDB2,0.742,FALSE
PRICKLE1,DAAM1,0.746,FALSE
PRRX2,COL1A2,0.414,TRUE
PRRX2,FGF8,0.468,TRUE
PRSS23,PALLD,0.457,FALSE
PSMB7,GLI1,0.41,TRUE
PSMB7,PRICKLE1,0.4,TRUE
PSMB7,GLI2,0.41,TRUE
PSMB7,GLI3,0.426,TRUE
PSMB7,SHH,0.438,TRUE
PSMB7,CDKN1A,0.438,TRUE
PTCH1,SFRP1,0.531,TRUE
PTCH1,GLI1,0.978,TRUE
PTCH1,BMP4,0.698,TRUE
PTCH1,JAG1,0.444,TRUE
PTCH1,SIX3,0.655,TRUE
PTCH1,MAN2A1,0.465,TRUE
PTCH1,FGF2,0.455,TRUE
PTCH1,EGF,0.433,TRUE
PTCH1,WNT1,0.463,TRUE
PTCH1,HHIP,0.969,TRUE
PTCH1,SHH,0.999,TRUE
PTCH1,GAS1,0.998,TRUE
PTCH1,FGF8,0.554,TRUE
PTCH1,SOX2,0.532,TRUE
PTCH1,NKX2-1,0.407,TRUE
PTCH1,BMP7,0.416,TRUE
PTCH1,FGFR3,0.423,TRUE
PTCH1,NES,0.432,TRUE
PTCH1,FOXA2,0.443,TRUE
PTCH1,FGFR2,0.448,TRUE
PTCH1,PAX6,0.494,TRUE
PTCH1,NKX2-2,0.527,TRUE
PTCH1,FN1,0.559,TRUE
PTCH1,ZIC2,0.646,TRUE
PTCH1,CTNNB1,0.731,TRUE
PTCH1,GLI2,0.972,TRUE
PTCH1,GLI3,0.989,TRUE
PTCH1,CDON,0.998,TRUE
PTPRZ1,LGALS1,0.411,FALSE
PTPRZ1,LGALS3,0.46,FALSE
PTPRZ1,FGF2,0.634,FALSE
PTPRZ1,NTRK2,0.574,FALSE
PTPRZ1,FGF8,0.482,FALSE
PTPRZ1,SOX2,0.586,FALSE
PTPRZ1,FN1,0.404,FALSE
PTPRZ1,CTNNB1,0.511,FALSE
QKI,SRSF6,0.469,TRUE
QKI,MSI2,0.585,TRUE
QKI,SOX2,0.504,TRUE
QKI,CALM1,0.411,TRUE
QKI,BCL2L11,0.541,TRUE
RAB1A,LMAN1,0.429,FALSE
RAB1A,KDELR2,0.599,FALSE
RAB1A,ARCN1,0.706,FALSE
RAB1A,SEC24D,0.687,FALSE
RAB1A,ARF4,0.76,FALSE
RAB1A,COPB2,0.683,FALSE
RAB1A,SURF4,0.657,FALSE
RAB1A,MICAL1,0.485,FALSE
RAB1A,ARF1,0.754,FALSE
RASGRF2,GNG11,0.653,TRUE
RASGRF2,CALM1,0.419,TRUE
RCN1,PAX6,0.541,FALSE
REEP1,APC,0.523,TRUE
REEP1,ATL2,0.95,TRUE
RFX4,PLAGL1,0.484,TRUE
RGMA,NTN1,0.658,TRUE
RGMA,BMP4,0.666,TRUE
RGMA,EPHA4,0.512,TRUE
RGS16,GNG11,0.518,FALSE
RGS16,NMU,0.499,FALSE
RGS16,LPAR1,0.559,FALSE
RHOU,TIAM1,0.479,FALSE
RHOU,WNT1,0.677,FALSE
RHOU,FN1,0.478,FALSE
RHOU,EPHA2,0.611,FALSE
RHOU,CDKN1A,0.455,FALSE
RHOU,DAAM1,0.455,FALSE
RHOU,CTNNB1,0.591,FALSE
RIPPLY3,ARX,0.423,FALSE
RNF150,OCIAD2,0.462,TRUE
ROBO1,NTN1,0.824,FALSE
ROBO1,SLIT1,0.999,FALSE
ROBO1,EPHA4,0.461,FALSE
ROBO1,EPHA3,0.553,FALSE
ROBO1,DPYSL3,0.488,FALSE
ROBO1,LHX2,0.811,FALSE
ROBO1,GLI2,0.503,FALSE
ROBO1,ATP2C2,0.469,FALSE
ROBO1,NELL2,0.404,FALSE
ROBO1,ADAMTS9,0.421,FALSE
ROBO1,CTNNB1,0.405,FALSE
ROBO1,SLIT2,0.999,FALSE
RORA,ID2,0.43,TRUE
RORA,SOX2,0.492,TRUE
RORA,FOXO3,0.57,TRUE
RORA,WNT5B,0.628,TRUE
RORA,FZD5,0.796,TRUE
RRAGD,ARF1,0.403,TRUE
RRAGD,ASS1,0.404,TRUE
RRAGD,EIF4EBP2,0.412,TRUE
RTL1,DLK1,0.92,FALSE
RTL1,PLAGL1,0.472,FALSE
RTL1,BEGAIN,0.602,FALSE
RTL1,DIO3,0.791,FALSE
SAT1,ITGA9,0.737,FALSE
SAT1,GFPT1,0.487,FALSE
SAT1,ASS1,0.416,FALSE
SAT1,FTL,0.547,FALSE
SAT1,SLC3A2,0.466,FALSE
SEC24D,LMAN1,0.785,FALSE
SEC24D,SERPINF1,0.542,FALSE
SEC24D,KDELR2,0.496,FALSE
SEC24D,WNT1,0.4,FALSE
SEC24D,SURF4,0.432,FALSE
SEC24D,COL1A2,0.446,FALSE
SEC24D,COPB2,0.486,FALSE
SEC24D,GRIA1,0.526,FALSE
SEC24D,SERPINH1,0.601,FALSE
SEC24D,RAB1A,0.687,FALSE
SEC24D,CRTAP,0.707,FALSE
SEC61G,XBP1,0.842,FALSE
SEC61G,CLU,0.411,FALSE
SEC61G,SERP1,0.607,FALSE
SEM1,GLI1,0.4,FALSE
SEM1,SHH,0.4,FALSE
SEM1,PRICKLE1,0.436,FALSE
SEM1,GLI3,0.4,FALSE
SEM1,CDKN1A,0.4,FALSE
SEM1,GLI2,0.46,FALSE
SEM1,FBXW4,0.738,FALSE
SEPTIN10,SOWAHC,0.534,TRUE
SEPTIN10,SEPTIN3,0.94,TRUE
SEPTIN3,PLK2,0.4,TRUE
SEPTIN3,SEPTIN10,0.94,TRUE
SERP1,XBP1,0.856,FALSE
SERP1,SEC61G,0.607,FALSE
SERPINF1,WNT1,0.486,TRUE
SERPINF1,SEC24D,0.542,TRUE
SERPINF1,FGF2,0.625,TRUE
SERPINF1,CLU,0.658,TRUE
SERPINF1,COL1A2,0.669,TRUE
SERPINF1,CRTAP,0.748,TRUE
SERPINF1,FN1,0.846,TRUE
SERPINH1,LGALS1,0.451,FALSE
SERPINH1,LGALS3,0.542,FALSE
SERPINH1,SEC24D,0.601,FALSE
SERPINH1,WNT1,0.418,FALSE
SERPINH1,COL1A2,0.879,FALSE
SERPINH1,ARF4,0.617,FALSE
SERPINH1,CRTAP,0.9,FALSE
SERPINH1,ANXA2,0.616,FALSE
SERPINH1,FN1,0.74,FALSE
SERPINH1,COL4A2,0.88,FALSE
SERPINH1,COL11A1,0.673,FALSE
SERPINH1,COL2A1,0.791,FALSE
SERPINH1,COL25A1,0.563,FALSE
SFRP1,IGFBP3,0.403,TRUE
SFRP1,BMP7,0.406,TRUE
SFRP1,FGF2,0.414,TRUE
SFRP1,APC,0.428,TRUE
SFRP1,GLI3,0.433,TRUE
SFRP1,NKD1,0.434,TRUE
SFRP1,PRICKLE1,0.434,TRUE
SFRP1,HHIP,0.439,TRUE
SFRP1,FRZB,0.466,TRUE
SFRP1,GLI2,0.468,TRUE
SFRP1,FOXO3,0.476,TRUE
SFRP1,FOXA2,0.5,TRUE
SFRP1,TFPI2,0.506,TRUE
SFRP1,BMP4,0.512,TRUE
SFRP1,FOXA1,0.524,TRUE
SFRP1,PTCH1,0.531,TRUE
SFRP1,COL11A1,0.539,TRUE
SFRP1,SHH,0.577,TRUE
SFRP1,GLI1,0.691,TRUE
SFRP1,FZD5,0.728,TRUE
SFRP1,FZD8,0.768,TRUE
SFRP1,CTNNB1,0.874,TRUE
SFRP1,WNT5B,0.915,TRUE
SFRP1,WNT1,0.981,TRUE
SHH,NTN1,0.539,TRUE
SHH,SFRP1,0.577,TRUE
SHH,GLI1,0.979,TRUE
SHH,BMP4,0.922,TRUE
SHH,FOXA1,0.867,TRUE
SHH,JAG1,0.616,TRUE
SHH,PSMB7,0.438,TRUE
SHH,SIX3,0.904,TRUE
SHH,FGF2,0.749,TRUE
SHH,EGF,0.783,TRUE
SHH,CDK6,0.4,TRUE
SHH,WNT1,0.805,TRUE
SHH,FRZB,0.438,TRUE
SHH,HHIP,0.999,TRUE
SHH,SEM1,0.4,TRUE
SHH,WLS,0.408,TRUE
SHH,LRP4,0.414,TRUE
SHH,WNT5B,0.418,TRUE
SHH,IGF1R,0.431,TRUE
SHH,SPRY2,0.439,TRUE
SHH,CDKN1A,0.443,TRUE
SHH,DCX,0.453,TRUE
SHH,VAX1,0.48,TRUE
SHH,LHX2,0.581,TRUE
SHH,SOX1,0.583,TRUE
SHH,SP8,0.608,TRUE
SHH,FGFR3,0.633,TRUE
SHH,NKX2-1,0.689,TRUE
SHH,NES,0.703,TRUE
SHH,FN1,0.716,TRUE
SHH,FGFR2,0.717,TRUE
SHH,OTX2,0.74,TRUE
SHH,FOXG1,0.757,TRUE
SHH,BMP7,0.777,TRUE
SHH,PITX2,0.779,TRUE
SHH,NKX2-2,0.821,TRUE
SHH,SOX2,0.824,TRUE
SHH,PAX6,0.829,TRUE
SHH,ZIC2,0.864,TRUE
SHH,CTNNB1,0.87,TRUE
SHH,FGF8,0.954,TRUE
SHH,FOXA2,0.956,TRUE
SHH,GLI3,0.966,TRUE
SHH,GLI2,0.975,TRUE
SHH,GAS1,0.999,TRUE
SHH,PTCH1,0.999,TRUE
SHH,CDON,0.999,TRUE
SIX3,BMP4,0.483,NA
SIX3,FZD5,0.426,NA
SIX3,FEZF1,0.438,NA
SIX3,NES,0.452,NA
SIX3,NKX2-2,0.455,NA
SIX3,CDON,0.457,NA
SIX3,WNT1,0.458,NA
SIX3,FGF8,0.541,NA
SIX3,NKX2-1,0.557,NA
SIX3,SOX1,0.615,NA
SIX3,SOX2,0.615,NA
SIX3,GAS1,0.621,NA
SIX3,VAX1,0.622,NA
SIX3,FOXG1,0.644,NA
SIX3,PTCH1,0.655,NA
SIX3,PITX2,0.664,NA
SIX3,LHX2,0.763,NA
SIX3,GLI2,0.774,NA
SIX3,FOXA2,0.783,NA
SIX3,OTX2,0.878,NA
SIX3,SHH,0.904,NA
SIX3,ZIC2,0.935,NA
SIX3,PAX6,0.951,NA
SLC38A2,SLC3A2,0.712,TRUE
SLC38A4,SLC3A2,0.421,TRUE
SLC38A4,PLAGL1,0.449,TRUE
SLC38A4,DLK1,0.453,TRUE
SLC38A4,SMOC1,0.606,TRUE
SLC3A2,LGALS3,0.829,FALSE
SLC3A2,SLC38A2,0.712,FALSE
SLC3A2,AARS1,0.533,FALSE
SLC3A2,SLC38A4,0.421,FALSE
SLC3A2,FTL,0.429,FALSE
SLC3A2,SAT1,0.466,FALSE
SLIT1,NTN1,0.809,TRUE
SLIT1,EPHA4,0.455,TRUE
SLIT1,NES,0.515,TRUE
SLIT1,SLIT2,0.515,TRUE
SLIT1,FN1,0.532,TRUE
SLIT1,ADGRL1,0.568,TRUE
SLIT1,CTNNB1,0.583,TRUE
SLIT1,PAX6,0.609,TRUE
SLIT1,LHX2,0.628,TRUE
SLIT1,ROBO1,0.999,TRUE
SLIT2,NTN1,0.821,TRUE
SLIT2,SLIT1,0.515,TRUE
SLIT2,EPHA3,0.4,TRUE
SLIT2,ADGRL1,0.551,TRUE
SLIT2,EPHA2,0.401,TRUE
SLIT2,EPHA7,0.482,TRUE
SLIT2,LHX2,0.574,TRUE
SLIT2,GLI2,0.477,TRUE
SLIT2,ROBO1,0.999,TRUE
SLIT2,CTNNB1,0.426,TRUE
SLIT2,PAX6,0.503,TRUE
SMC5,CUL4B,0.554,FALSE
SMOC1,SLC38A4,0.606,FALSE
SMOC1,GLI3,0.415,FALSE
SOWAHC,ADD3,0.406,TRUE
SOWAHC,SEPTIN10,0.534,TRUE
SOWAHC,DAAM1,0.438,TRUE
SOX1,BMP4,0.576,FALSE
SOX1,SIX3,0.615,FALSE
SOX1,FGF2,0.604,FALSE
SOX1,EGF,0.434,FALSE
SOX1,WNT1,0.421,FALSE
SOX1,SHH,0.583,FALSE
SOX1,FGF8,0.506,FALSE
SOX1,SOX2,0.771,FALSE
SOX1,ZIC2,0.403,FALSE
SOX1,NKX2-1,0.456,FALSE
SOX1,ELAVL4,0.459,FALSE
SOX1,POU3F1,0.463,FALSE
SOX1,LHX2,0.464,FALSE
SOX1,DCX,0.469,FALSE
SOX1,CTNNB1,0.563,FALSE
SOX1,NKX2-2,0.59,FALSE
SOX1,FOXG1,0.681,FALSE
SOX1,FOXA2,0.701,FALSE
SOX1,PNMA2,0.745,FALSE
SOX1,NES,0.795,FALSE
SOX1,OTX2,0.807,FALSE
SOX1,PAX6,0.899,FALSE
